lga_code,lga_name,latitude,longitude
24210,Manningham City,-37.7424896,145.1623214
24600,Melbourne City,-37.8053423,144.9672291
27350,Yarra City,-37.80196801,144.97976444
25900,Port Phillip City,-37.83328481,144.95653202
24600,Melbourne City,-37.81997443,144.95745266
25710,Nillumbik Shire,-37.71145726,145.18802279
26980,Whitehorse City,-37.82360211,145.19419886
21610,Casey City,-38.03103423,145.3092735
22670,Greater Dandenong City,-37.9460959,145.2119012
21890,Darebin City,-37.74417698,145.01480805
27350,Yarra City,-37.77643248,144.98374199
26350,Stonnington City,-37.8424089,144.99517906
24210,Manningham City,-37.77419598,145.15183391
21110,Boroondara City,-37.82351224,145.04129268
25340,Mornington Peninsula Shire,-38.24898098,145.05560908
24970,Monash City,-37.9160974,145.1362808
27070,Whittlesea City,-37.68419359,145.07288245
24600,Melbourne City,-37.8018434,144.95865575
24600,Melbourne City,-37.79908926,144.94686768
21610,Casey City,-37.9975928,145.2333822
25060,Moonee Valley City,-37.7695627,144.91096079
21110,Boroondara City,-37.81553469,145.0992764
27070,Whittlesea City,-37.60915994,145.0983559
21110,Boroondara City,-37.82411315,145.04157869
20910,Bayside City,-37.90058061,144.98648006
25340,Mornington Peninsula Shire,-38.1985657,145.0834499
25900,Port Phillip City,-37.8580254,144.9833348
20910,Bayside City,-37.93702559,145.01216404
27350,Yarra City,-37.803132,144.9986083
26350,Stonnington City,-37.84060275,145.01175281
24600,Melbourne City,-37.8246549,144.9529781
23270,Hume City,-37.6742824,144.8514674
22670,Greater Dandenong City,-37.9487771,145.15261333
26350,Stonnington City,-37.85102933,145.01408763
21110,Boroondara City,-37.80875435,145.07936519
20910,Bayside City,-37.93700909,145.01200737
21180,Brimbank City,-37.7492076,144.7802913
21890,Darebin City,-37.7565179,145.01364644
24210,Manningham City,-37.761856,145.27167
25060,Moonee Valley City,-37.73935507,144.91569614
27350,Yarra City,-37.83299339,144.99645461
21110,Boroondara City,-37.82356986,145.04127122
24330,Maribyrnong City,-37.79943263,144.8966706
24600,Melbourne City,-37.8099,144.9622
23670,Knox City,-37.89622181,145.24595805
27350,Yarra City,-37.78636606,144.98061546
26350,Stonnington City,-37.852061,144.9999843
24600,Melbourne City,-37.81055556,144.96
26350,Stonnington City,-37.852061,144.9999843
22670,Greater Dandenong City,-37.9615554,145.1757265
22170,Frankston City,-38.1669205,145.1616714
26350,Stonnington City,-37.84105796,145.01436299
26980,Whitehorse City,-37.8131923,145.2083246
25900,Port Phillip City,-37.8328434,144.9676866
25900,Port Phillip City,-37.8362618,144.92778102
24600,Melbourne City,-37.79940143,144.9635186
24600,Melbourne City,-37.8179368,144.9627038
25250,Moreland City,-37.7730126,144.974893
24600,Melbourne City,-37.8088505,144.9820047
22170,Frankston City,-38.1356562,145.1637069
27350,Yarra City,-37.79905812,144.98701139
23430,Kingston City,-38.05117784,145.14063308
23670,Knox City,-37.92577154,145.27239433
24650,Melton City,-37.79290073,144.55277366
27070,Whittlesea City,-37.60916784,145.09837636
23270,Hume City,-37.56600475,144.70628025
22670,Greater Dandenong City,-37.98063742,145.14840519
24600,Melbourne City,-37.84362064,144.97974654
26980,Whitehorse City,-37.8198901,145.1619154
24600,Melbourne City,-37.80984329,144.97000175
24330,Maribyrnong City,-37.80546374,144.87562096
24330,Maribyrnong City,-37.805474,144.87561859
20910,Bayside City,-37.93711539,145.01219535
24650,Melton City,-37.69799977,144.5578265
26350,Stonnington City,-37.851621,145.0305955
27450,Yarra Ranges Shire,-37.90653225,145.34135008
24600,Melbourne City,-37.81910732,144.95502949
25900,Port Phillip City,-37.85873601,144.99206419
25250,Moreland City,-37.73054025,144.98248667
24600,Melbourne City,-37.84543266,144.9813825
27260,Wyndham City,-37.8668134,144.6864625
22310,Glen Eira City,-37.86661102,145.01274166
22310,Glen Eira City,-37.87067205,145.01889993
26980,Whitehorse City,-37.82971958,145.10880187
25900,Port Phillip City,-37.85927485,144.98280821
22310,Glen Eira City,-37.8778931,145.04589991
25250,Moreland City,-37.7738119,144.9537236
26350,Stonnington City,-37.8540632,145.0093771
25060,Moonee Valley City,-37.7513543,144.9227932
24600,Melbourne City,-37.81201022,144.96778226
24600,Melbourne City,-37.81621304,144.95250857
23110,Hobsons Bay City,-37.85554716,144.89811243
27350,Yarra City,-37.79126489,144.97560336
21610,Casey City,-38.0517037,145.32570555
27260,Wyndham City,-37.839244,144.6956544
27350,Yarra City,-37.7849102,144.9781154
26980,Whitehorse City,-37.84428264,145.11219581
27260,Wyndham City,-37.9051866,144.7532741
21180,Brimbank City,-37.70116294,144.77591434
21180,Brimbank City,-37.79142248,144.82286249
21180,Brimbank City,-37.79146404,144.82289879
26350,Stonnington City,-37.8427718,145.00086721
24600,Melbourne City,-37.8182374,144.9674331
21110,Boroondara City,-37.8247572,145.0739864
24600,Melbourne City,-37.80946254,144.96997201
26350,Stonnington City,-37.83673326,144.99303435
22310,Glen Eira City,-37.87072113,145.01905357
26350,Stonnington City,-37.86663483,145.02943924
27260,Wyndham City,-37.8313508,144.6666856
23270,Hume City,-37.6395957,144.9309607
26350,Stonnington City,-37.87901842,145.07513369
23430,Kingston City,-37.96738849,145.0587504
24970,Monash City,-37.92372817,145.12097152
24650,Melton City,-37.7123611,144.7509839
22170,Frankston City,-38.1033512,145.131157
25900,Port Phillip City,-37.83159491,144.95727565
24600,Melbourne City,-37.80765078,144.96187008
23430,Kingston City,-37.9878458,145.093208
21610,Casey City,-38.06493992,145.33850927
21890,Darebin City,-37.73519734,145.02331874
25060,Moonee Valley City,-37.74464643,144.91040225
20910,Bayside City,-37.9787081,145.0220065
23430,Kingston City,-38.02352637,145.12052078
22310,Glen Eira City,-37.88771573,145.04838283
26980,Whitehorse City,-37.81946,145.129425
26980,Whitehorse City,-37.81866101,145.10797604
25060,Moonee Valley City,-37.7140325,144.8927747
21110,Boroondara City,-37.7801754,145.0858386
20660,Banyule City,-37.72881741,145.11409169
27350,Yarra City,-37.80976239,145.00690515
25900,Port Phillip City,-37.87103132,144.98712171
24650,Melton City,-37.69810729,144.55784699
24600,Melbourne City,-37.80321338,144.95275536
24600,Melbourne City,-37.80072981,144.95554641
23110,Hobsons Bay City,-37.84096886,144.85969766
23430,Kingston City,-38.0314666,145.1313354
20660,Banyule City,-37.72864739,145.11376704
22310,Glen Eira City,-37.87062439,145.01873953
25250,Moreland City,-37.77385357,144.95998973
24600,Melbourne City,-37.8168946,144.9538112
24600,Melbourne City,-37.7848684,144.9576411
27260,Wyndham City,-37.85896884,144.70312647
20910,Bayside City,-37.97550343,145.02878361
25900,Port Phillip City,-37.8709666,144.9895934
25710,Nillumbik Shire,-37.72087272,145.1484457
20910,Bayside City,-37.93719752,145.01237688
24600,Melbourne City,-37.82385235,144.96444215
24970,Monash City,-37.85624484,145.09577988
21180,Brimbank City,-37.79141718,144.82286969
26350,Stonnington City,-37.88702047,145.08655729
21890,Darebin City,-37.72277119,145.0502292
27070,Whittlesea City,-37.65884711,145.0930195
24600,Melbourne City,-37.8203998,144.9555247
27260,Wyndham City,-37.88191273,144.74962106
25900,Port Phillip City,-37.8475458,144.9787386
24210,Manningham City,-37.7865246,145.1264526
24650,Melton City,-37.69831146,144.55783987
24600,Melbourne City,-37.81481353,144.97196985
27070,Whittlesea City,-37.65336002,145.07669164
25900,Port Phillip City,-37.83642147,144.92803313
27350,Yarra City,-37.79446546,144.98690784
21890,Darebin City,-37.73779006,145.01694021
23430,Kingston City,-38.02494383,145.12258113
24600,Melbourne City,-37.8053365,144.9672239
25900,Port Phillip City,-37.8672743,144.9904601
22310,Glen Eira City,-37.89874795,145.03434925
24600,Melbourne City,-37.80800774,144.93577286
22310,Glen Eira City,-37.88773066,145.00531689
27350,Yarra City,-37.7814942,144.97780717
24600,Melbourne City,-37.81748862,144.97785534
22670,Greater Dandenong City,-37.98766963,145.16250875
25250,Moreland City,-37.7734663,144.9538203
22310,Glen Eira City,-37.8743713,145.0230898
26350,Stonnington City,-37.8564196,145.027492
23110,Hobsons Bay City,-37.8616151,144.8993372
21110,Boroondara City,-37.86800765,145.06936301
21610,Casey City,-38.15172801,145.30615779
25250,Moreland City,-37.7736171,144.9537405
27450,Yarra Ranges Shire,-37.7593597,145.30217796
27260,Wyndham City,-37.88025215,144.74249125
26350,Stonnington City,-37.8448478,145.0020849
27350,Yarra City,-37.80679634,144.97488429
24600,Melbourne City,-37.793965,144.96479407
27450,Yarra Ranges Shire,-37.7790572,145.5405741
25250,Moreland City,-37.7738039,144.9536965
21890,Darebin City,-37.72283688,145.06090732
21180,Brimbank City,-37.77791317,144.76910628
23670,Knox City,-37.87122221,145.22805245
24600,Melbourne City,-37.8189086,144.9528979
27070,Whittlesea City,-37.60923827,145.09831745
24600,Melbourne City,-37.8187191,144.9678233
23270,Hume City,-37.66862031,144.85076666
27350,Yarra City,-37.82540896,144.99581631
24600,Melbourne City,-37.82452462,144.95150698
24600,Melbourne City,-37.82453672,144.95153548
24600,Melbourne City,-37.8145258,144.96652358
23110,Hobsons Bay City,-37.8557522,144.8223783
22310,Glen Eira City,-37.87068111,145.01885547
24600,Melbourne City,-37.80789645,144.9425494
22170,Frankston City,-38.11355422,145.15693398
21180,Brimbank City,-37.79142913,144.82287531
25250,Moreland City,-37.7738147,144.9536841
27070,Whittlesea City,-37.68413202,145.07285597
20910,Bayside City,-37.97550404,145.02877098
22310,Glen Eira City,-37.87065387,145.01874688
25900,Port Phillip City,-37.83511029,144.96935274
22310,Glen Eira City,-37.8743743,145.0229891
21610,Casey City,-38.07625701,145.32177147
24970,Monash City,-37.89753278,145.09228235
24600,Melbourne City,-37.8143612,144.9589585
23270,Hume City,-37.68797959,144.85313077
25250,Moreland City,-37.7737854,144.9536822
22170,Frankston City,-38.1191008,145.1403342
22310,Glen Eira City,-37.8743255,145.0230486
23430,Kingston City,-37.96501968,145.08513562
24600,Melbourne City,-37.80075439,144.96119775
24600,Melbourne City,-37.7971934,144.9220683
21890,Darebin City,-37.73863341,145.00024802
23430,Kingston City,-37.95432965,145.05667783
21610,Casey City,-38.06319629,145.34404845
21180,Brimbank City,-37.79126421,144.82276925
23670,Knox City,-37.89314163,145.25045578
20910,Bayside City,-37.9371878,145.0120118
24600,Melbourne City,-37.81372893,144.9584235
22170,Frankston City,-38.1465013,145.1222284
24650,Melton City,-37.6981852,144.55776572
22310,Glen Eira City,-37.87065994,145.01887528
23270,Hume City,-37.64661598,144.8975329
24970,Monash City,-37.90556093,145.12325772
20660,Banyule City,-37.70873263,145.11929345
24600,Melbourne City,-37.8121158,144.9688651
20910,Bayside City,-37.93714159,145.0122856
25060,Moonee Valley City,-37.73262089,144.91498101
27350,Yarra City,-37.7957513,144.9814057
27350,Yarra City,-37.8020331,144.9835579
20660,Banyule City,-37.7633687,145.0453905
21110,Boroondara City,-37.806243,145.01860688
23670,Knox City,-37.8677978,145.2126689
27450,Yarra Ranges Shire,-37.91754835,145.32716527
25060,Moonee Valley City,-37.75054769,144.86178634
21180,Brimbank City,-37.78667394,144.76943938
24600,Melbourne City,-37.8173625,144.96887028
23670,Knox City,-37.93554706,145.22411062
24210,Manningham City,-37.77829971,145.21528708
23670,Knox City,-37.8677891,145.2127095
22310,Glen Eira City,-37.87059768,145.01854466
27450,Yarra Ranges Shire,-37.90659714,145.3413848
25060,Moonee Valley City,-37.7584074,144.9045284
26350,Stonnington City,-37.8449376,145.0020526
25250,Moreland City,-37.7590901,144.94815931
23670,Knox City,-37.8389835,145.2663515
24600,Melbourne City,-37.80887986,144.96687117
26980,Whitehorse City,-37.80331649,145.18789489
27070,Whittlesea City,-37.618657,145.1002061
22310,Glen Eira City,-37.8705897,145.01875031
21890,Darebin City,-37.72200392,145.04962029
24600,Melbourne City,-37.7854545,144.9666231
24600,Melbourne City,-37.80964565,144.96229333
27350,Yarra City,-37.8189731,145.01346013
26350,Stonnington City,-37.8385444,144.99840407
27070,Whittlesea City,-37.60933936,145.09836478
21110,Boroondara City,-37.8571497,145.0654829
22310,Glen Eira City,-37.9029045,145.0449774
24650,Melton City,-37.6982408,144.55777565
21180,Brimbank City,-37.79131054,144.82283303
23670,Knox City,-37.8389941,145.2663082
27350,Yarra City,-37.8049698,144.9773658
23430,Kingston City,-37.95823963,145.05159214
27070,Whittlesea City,-37.6818854,145.0344393
25900,Port Phillip City,-37.866723,144.9793897
23270,Hume City,-37.64652722,144.89774555
21110,Boroondara City,-37.80734979,145.01936635
22670,Greater Dandenong City,-37.9876442,145.2104483
22170,Frankston City,-38.14762832,145.12700229
24970,Monash City,-37.890078,145.164153
21110,Boroondara City,-37.7949065,145.0797925
23670,Knox City,-37.88488906,145.26796449
22170,Frankston City,-38.0808121,145.206079
24330,Maribyrnong City,-37.7978705,144.9025041
27260,Wyndham City,-37.9078766,144.7454786
21110,Boroondara City,-37.80631024,145.01849691
23270,Hume City,-37.648043,144.9353472
22310,Glen Eira City,-37.8744785,145.0233942
23670,Knox City,-37.93559622,145.22406503
25900,Port Phillip City,-37.86253296,144.97928688
27070,Whittlesea City,-37.61869834,145.10025541
27450,Yarra Ranges Shire,-37.91949487,145.36231426
24600,Melbourne City,-37.81360601,144.95842581
27070,Whittlesea City,-37.65362987,145.01809756
27070,Whittlesea City,-37.6535774,145.01807791
24600,Melbourne City,-37.79264316,144.91771491
27350,Yarra City,-37.77976361,144.97006268
21180,Brimbank City,-37.7005644,144.8035384
21450,Cardinia Shire,-38.0492549,145.3728413
22170,Frankston City,-38.0808046,145.2060874
24600,Melbourne City,-37.80782137,144.96615713
27070,Whittlesea City,-37.61872232,145.10016407
21180,Brimbank City,-37.69369777,144.78335019
27350,Yarra City,-37.8087352,144.9864114
25900,Port Phillip City,-37.835488,144.9735996
20910,Bayside City,-37.93719461,145.0121623
24600,Melbourne City,-37.81670752,144.9531254
26350,Stonnington City,-37.83508214,144.99141102
25250,Moreland City,-37.7326798,144.9541116
24600,Melbourne City,-37.81644244,144.96526253
25250,Moreland City,-37.75871357,144.93325677
24600,Melbourne City,-37.817258,144.9677102
24600,Melbourne City,-37.8157826,144.9538987
24600,Melbourne City,-37.8157653,144.9539988
24600,Melbourne City,-37.81840238,144.95271763
24600,Melbourne City,-37.80864297,144.96663113
27070,Whittlesea City,-37.66361771,144.98332453
25060,Moonee Valley City,-37.75795178,144.92648875
26980,Whitehorse City,-37.8517953,145.1122867
24600,Melbourne City,-37.81116846,144.96908855
24600,Melbourne City,-37.81349799,144.96546956
27260,Wyndham City,-37.8809741,144.6879514
22310,Glen Eira City,-37.86718969,145.01843771
24600,Melbourne City,-37.80118503,144.9506587
24600,Melbourne City,-37.80786345,144.96149198
27350,Yarra City,-37.8182,144.995
24600,Melbourne City,-37.8076347,144.9659394
21110,Boroondara City,-37.8057606,145.0189865
27260,Wyndham City,-37.8844628,144.66332119
24970,Monash City,-37.91260254,145.09597011
27260,Wyndham City,-37.88446009,144.66330653
27260,Wyndham City,-37.88446553,144.66328915
25250,Moreland City,-37.7521273,144.9433225
24410,Maroondah City,-37.79790901,145.22510628
24600,Melbourne City,-37.80863484,144.9590901
22310,Glen Eira City,-37.8796353,145.024178
24600,Melbourne City,-37.802898,144.9607014
22170,Frankston City,-38.1414647,145.1246587
23110,Hobsons Bay City,-37.86410738,144.90777064
23110,Hobsons Bay City,-37.83886473,144.85635599
26350,Stonnington City,-37.86201667,145.01855953
23270,Hume City,-37.6799963,144.8654642
21110,Boroondara City,-37.8212781,145.0567122
25060,Moonee Valley City,-37.749299,144.916751
27260,Wyndham City,-37.86092457,144.70259051
20660,Banyule City,-37.75723,145.0444153
22670,Greater Dandenong City,-37.9427958,145.1992981
21890,Darebin City,-37.76337288,144.98861795
25060,Moonee Valley City,-37.7524507,144.8729939
25060,Moonee Valley City,-37.752444,144.8729944
25250,Moreland City,-37.7735029,144.9537946
24600,Melbourne City,-37.8475529,144.9819739
21110,Boroondara City,-37.82350293,145.04131858
27070,Whittlesea City,-37.68201494,145.03439907
27350,Yarra City,-37.7979615,144.9979106
24650,Melton City,-37.6882748,144.6002886
27070,Whittlesea City,-37.58999382,145.12480311
21180,Brimbank City,-37.7946331,144.7659855
22310,Glen Eira City,-37.89607163,145.07056977
21110,Boroondara City,-37.82347469,145.04124164
21110,Boroondara City,-37.8057434,145.018912
25900,Port Phillip City,-37.870556,144.9782339
24600,Melbourne City,-37.80058287,144.95225525
26350,Stonnington City,-37.83498566,144.99606922
25250,Moreland City,-37.773814,144.9536633
25900,Port Phillip City,-37.83735642,144.95240243
24330,Maribyrnong City,-37.8027143,144.8976276
22170,Frankston City,-38.0808202,145.2060502
22170,Frankston City,-38.14725723,145.12716248
27070,Whittlesea City,-37.67901474,145.06750363
21890,Darebin City,-37.69856398,145.03665139
24970,Monash City,-37.88017852,145.12605155
24600,Melbourne City,-37.847575,144.9819642
24600,Melbourne City,-37.81618369,144.96418621
24970,Monash City,-37.8961775,145.1426445
25250,Moreland City,-37.7738088,144.9536463
22310,Glen Eira City,-37.8781917,145.03827051
21610,Casey City,-38.09323034,145.28857013
24650,Melton City,-37.69505976,144.51732781
26980,Whitehorse City,-37.849474,145.108884
21110,Boroondara City,-37.8219214,145.0283993
27070,Whittlesea City,-37.65022762,145.07500436
25900,Port Phillip City,-37.8583089,144.9809775
21110,Boroondara City,-37.8252344,145.0465667
25900,Port Phillip City,-37.8622986,144.97923748
26980,Whitehorse City,-37.83083551,145.18803994
25900,Port Phillip City,-37.85081683,144.98061217
22170,Frankston City,-38.15286084,145.13593235
24330,Maribyrnong City,-37.7832384,144.8571964
20910,Bayside City,-37.93704937,145.01227509
25060,Moonee Valley City,-37.74883693,144.89063657
20910,Bayside City,-37.93713216,145.01224469
23430,Kingston City,-37.92987278,145.11705565
22170,Frankston City,-38.0808137,145.2060779
24970,Monash City,-37.87340149,145.14805047
21890,Darebin City,-37.7190917,145.0121225
23270,Hume City,-37.6718591,144.8466204
25340,Mornington Peninsula Shire,-38.19952427,145.11607282
25250,Moreland City,-37.74981969,144.94968587
21610,Casey City,-38.03088851,145.30925003
27070,Whittlesea City,-37.6686228,145.00122392
24330,Maribyrnong City,-37.8019413,144.9018873
24600,Melbourne City,-37.7956126,144.9247009
21180,Brimbank City,-37.7891639,144.8290745
24970,Monash City,-37.9103112,145.19295174
25250,Moreland City,-37.7707512,144.9624883
24600,Melbourne City,-37.81332609,144.96935376
21890,Darebin City,-37.77285288,145.00409795
22310,Glen Eira City,-37.9056444,145.070957
21180,Brimbank City,-37.7280331,144.8220036
25250,Moreland City,-37.71024246,144.91297593
25250,Moreland City,-37.76768107,144.95423061
24650,Melton City,-37.69077462,144.74789422
21610,Casey City,-38.0398944,145.24812166
26350,Stonnington City,-37.83936891,144.99659451
23110,Hobsons Bay City,-37.83040206,144.89704954
24600,Melbourne City,-37.80484968,144.94315786
25900,Port Phillip City,-37.8612765,145.00695345
27070,Whittlesea City,-37.67660032,145.06381217
21610,Casey City,-37.997295,145.29756167
23670,Knox City,-37.86842553,145.22717027
25900,Port Phillip City,-37.8350161,144.973932
23270,Hume City,-37.57978644,144.72800078
24600,Melbourne City,-37.7901275,144.9283805
24600,Melbourne City,-37.8156112,144.9662944
25060,Moonee Valley City,-37.7488751,144.89051601
21180,Brimbank City,-37.7892462,144.8290753
25250,Moreland City,-37.73048855,144.98269114
22170,Frankston City,-38.10325347,145.18834662
25250,Moreland City,-37.7738054,144.9537059
24210,Manningham City,-37.77813539,145.21533923
27450,Yarra Ranges Shire,-37.91660002,145.36798321
24600,Melbourne City,-37.82580058,144.96247684
23270,Hume City,-37.56611409,144.70629408
21180,Brimbank City,-37.746765,144.7662458
20910,Bayside City,-37.9371514,145.01243697
25250,Moreland City,-37.7177438,144.9757653
24650,Melton City,-37.68209293,144.73993625
26980,Whitehorse City,-37.8202108,145.1348041
24970,Monash City,-37.91794137,145.15783863
24970,Monash City,-37.8687715,145.1669915
22170,Frankston City,-38.0808112,145.2060672
24600,Melbourne City,-37.80979951,144.96574573
20910,Bayside City,-37.91241386,145.01549268
20660,Banyule City,-37.69300307,145.11062226
23270,Hume City,-37.6741972,144.848316
22310,Glen Eira City,-37.9137041,145.0479195
26350,Stonnington City,-37.8322339,144.9889302
23270,Hume City,-37.5674217,144.7127098
20910,Bayside City,-37.93714664,145.01243271
20910,Bayside City,-37.93715253,145.01239414
27070,Whittlesea City,-37.68466659,145.07262657
20660,Banyule City,-37.77586,145.0378656
25250,Moreland City,-37.7162121,144.9507017
27260,Wyndham City,-37.90795652,144.67667623
24970,Monash City,-37.8762592,145.16950932
22170,Frankston City,-38.1584273,145.1202814
26980,Whitehorse City,-37.84251005,145.11212988
24600,Melbourne City,-37.7946123,144.9208679
27070,Whittlesea City,-37.61101524,145.13348393
21110,Boroondara City,-37.8252086,145.0465524
24970,Monash City,-37.8690718,145.1671007
21180,Brimbank City,-37.72154333,144.82383837
20910,Bayside City,-37.92581348,144.98659247
21110,Boroondara City,-37.8251725,145.0466429
26350,Stonnington City,-37.83445106,144.99622817
25060,Moonee Valley City,-37.78759746,144.92904835
26980,Whitehorse City,-37.8205684,145.1502554
24330,Maribyrnong City,-37.7992973,144.89635322
21180,Brimbank City,-37.72301607,144.81448559
27070,Whittlesea City,-37.60924783,145.09830092
22670,Greater Dandenong City,-37.96690176,145.21318609
25900,Port Phillip City,-37.8641824,144.9815844
27070,Whittlesea City,-37.65489727,145.07250686
24970,Monash City,-37.87621783,145.16947879
24600,Melbourne City,-37.8251956,144.9536455
23270,Hume City,-37.67086783,144.84890427
24600,Melbourne City,-37.82447406,144.95452646
27260,Wyndham City,-37.84655561,144.65513777
20910,Bayside City,-37.93709432,145.01220539
25710,Nillumbik Shire,-37.6413325,145.2052009
21180,Brimbank City,-37.70378781,144.76831472
21890,Darebin City,-37.7190834,145.0121741
23670,Knox City,-37.9322857,145.2478602
20910,Bayside City,-37.93714939,145.01243337
23670,Knox City,-37.92566781,145.27237382
21110,Boroondara City,-37.83437855,145.04770611
27260,Wyndham City,-37.91315724,144.64949973
24600,Melbourne City,-37.8168051,144.9532275
24600,Melbourne City,-37.7884551,144.9072294
24600,Melbourne City,-37.81966919,144.97043893
23670,Knox City,-37.91315998,145.2509621
24650,Melton City,-37.6939749,144.5748527
24600,Melbourne City,-37.84013746,144.97722678
27350,Yarra City,-37.7866597,144.9698916
21610,Casey City,-38.09319662,145.28854477
24600,Melbourne City,-37.80574017,144.96038316
24330,Maribyrnong City,-37.80442425,144.8989095
24210,Manningham City,-37.77536509,145.10450102
27450,Yarra Ranges Shire,-37.6572883,145.529753
24600,Melbourne City,-37.7976979,144.969239
21610,Casey City,-38.10197884,145.2631376
24600,Melbourne City,-37.82010334,144.96589368
23430,Kingston City,-38.0728184,145.1420526
24600,Melbourne City,-37.81543282,144.94562889
24600,Melbourne City,-37.8235651,144.9604632
23110,Hobsons Bay City,-37.83885588,144.85644283
22170,Frankston City,-38.0808037,145.2059319
22310,Glen Eira City,-37.880689,145.0453223
21610,Casey City,-38.03088702,145.30918024
23430,Kingston City,-38.0598998,145.11727531
23430,Kingston City,-38.06007595,145.11723851
20660,Banyule City,-37.7326471,145.0795518
21890,Darebin City,-37.7795059,145.0172928
24330,Maribyrnong City,-37.786051,144.9005615
24600,Melbourne City,-37.81818829,144.96218504
24330,Maribyrnong City,-37.8050091,144.8666816
25900,Port Phillip City,-37.87230851,144.98505881
22170,Frankston City,-38.1539949,145.1821315
24600,Melbourne City,-37.81771148,144.9672338
22170,Frankston City,-38.0807772,145.2058863
21450,Cardinia Shire,-38.05769683,145.492257
24600,Melbourne City,-37.8177274,144.94600228
27350,Yarra City,-37.78808454,144.9735371
21110,Boroondara City,-37.8252003,145.0465691
22310,Glen Eira City,-37.8796695,145.0241931
26980,Whitehorse City,-37.81540581,145.10290924
23670,Knox City,-37.8984266,145.28855121
25250,Moreland City,-37.75904874,144.9654176
25060,Moonee Valley City,-37.7524328,144.8729827
22170,Frankston City,-38.136366,145.1284836
20660,Banyule City,-37.7388067,145.1179691
27070,Whittlesea City,-37.67945661,145.03345135
27070,Whittlesea City,-37.67945766,145.03339693
27070,Whittlesea City,-37.67938278,145.03365608
22670,Greater Dandenong City,-37.97239058,145.21615515
21110,Boroondara City,-37.85381888,145.07781464
24600,Melbourne City,-37.82392838,144.96354389
24970,Monash City,-37.92494507,145.12250366
24600,Melbourne City,-37.8153015,144.9671195
25900,Port Phillip City,-37.85958819,144.97749254
24600,Melbourne City,-37.8196154,144.965504
20910,Bayside City,-37.93708878,145.01212252
20910,Bayside City,-37.93711228,145.01203635
21180,Brimbank City,-37.7878205,144.80191517
20660,Banyule City,-37.7475299,145.0828821
23670,Knox City,-37.92634509,145.26657985
25900,Port Phillip City,-37.8654908,144.985425
25900,Port Phillip City,-37.88367656,144.97923099
24600,Melbourne City,-37.790095,144.9283987
27260,Wyndham City,-37.87327935,144.68789463
24600,Melbourne City,-37.81854915,144.95308525
24330,Maribyrnong City,-37.80402009,144.90064125
23270,Hume City,-37.62509267,144.92021195
27070,Whittlesea City,-37.6092942,145.09891452
22670,Greater Dandenong City,-37.96693078,145.21425268
21890,Darebin City,-37.76013823,144.99432782
24600,Melbourne City,-37.82019391,144.96852721
21610,Casey City,-38.09785431,145.25743534
20910,Bayside City,-37.91125073,145.01054862
24600,Melbourne City,-37.8166497,144.953263
25060,Moonee Valley City,-37.73308028,144.86709211
26350,Stonnington City,-37.8580193,145.0222842
26350,Stonnington City,-37.85299662,145.00239721
23430,Kingston City,-37.93083193,145.11567163
22670,Greater Dandenong City,-38.005381,145.2360798
24600,Melbourne City,-37.80994671,144.96978202
21110,Boroondara City,-37.82858689,145.05714005
23670,Knox City,-37.87554785,145.26502043
24600,Melbourne City,-37.8167917,144.9618205
24970,Monash City,-37.8951877,145.1364106
27070,Whittlesea City,-37.6379682,145.0951699
27070,Whittlesea City,-37.68127708,145.04863312
26980,Whitehorse City,-37.8548542,145.1515299
24600,Melbourne City,-37.8228873,144.9640315
25250,Moreland City,-37.77583526,144.97101562
21890,Darebin City,-37.7318279,145.0217097
24210,Manningham City,-37.78877692,145.15509025
24600,Melbourne City,-37.82124258,144.95990969
26350,Stonnington City,-37.8580001,145.0222666
21890,Darebin City,-37.76937865,144.99896842
21610,Casey City,-37.98465336,145.25232424
24600,Melbourne City,-37.81203263,144.96831262
20910,Bayside City,-37.92042978,145.00715072
23430,Kingston City,-37.9702644,145.0682619
25060,Moonee Valley City,-37.747013,144.87049523
25900,Port Phillip City,-37.86052484,144.98913847
24970,Monash City,-37.92631699,145.19128994
24330,Maribyrnong City,-37.7855361,144.8972109
22170,Frankston City,-38.0807733,145.2059922
21890,Darebin City,-37.7604944,145.0186915
25900,Port Phillip City,-37.85740108,144.97612329
24600,Melbourne City,-37.80587753,144.96169036
27350,Yarra City,-37.7991721,144.98702221
23270,Hume City,-37.68638553,144.89645452
21890,Darebin City,-37.7832857,145.0107296
25900,Port Phillip City,-37.8625332,144.97924503
23670,Knox City,-37.84945057,145.22839548
24600,Melbourne City,-37.82313697,144.9623213
26350,Stonnington City,-37.83547182,144.9971328
21180,Brimbank City,-37.7280895,144.8219496
22170,Frankston City,-38.0807469,145.2059325
24210,Manningham City,-37.77778564,145.12676084
24600,Melbourne City,-37.82241685,144.9589071
24600,Melbourne City,-37.80708016,144.94200776
21180,Brimbank City,-37.7842484,144.8322013
27350,Yarra City,-37.80549103,144.98099399
24600,Melbourne City,-37.81137718,144.94644991
27070,Whittlesea City,-37.60928174,145.09824281
27070,Whittlesea City,-37.60928658,145.09830365
23270,Hume City,-37.6579729,144.9286399
23110,Hobsons Bay City,-37.86119051,144.81076128
24600,Melbourne City,-37.81729772,144.96458003
24330,Maribyrnong City,-37.78055148,144.88544881
24970,Monash City,-37.9060112,145.14339669
23270,Hume City,-37.686804,144.848394
