lga_code,lga_name,latitude,longitude
20910,Bayside City,-37.93705537,145.01216525
23670,Knox City,-37.927444,145.2571415
26980,Whitehorse City,-37.84872437,145.12770081
23430,Kingston City,-37.98058328,145.07723567
23670,Knox City,-37.93572662,145.22418038
24650,Melton City,-37.79290157,144.55294163
24600,Melbourne City,-37.79610635,144.96835713
24600,Melbourne City,-37.79617119,144.9680884
25250,Moreland City,-37.7737674,144.9536903
25250,Moreland City,-37.7734609,144.9537799
25250,Moreland City,-37.7738161,144.9536846
27070,Whittlesea City,-37.66769791,145.06201172
24600,Melbourne City,-37.81156921,144.96472168
27260,Wyndham City,-37.89506871,144.77400729
24970,Monash City,-37.90392303,145.16273499
25060,Moonee Valley City,-37.72612762,144.89520264
26980,Whitehorse City,-37.83822632,145.17819214
21890,Darebin City,-37.69670105,145.00311279
23670,Knox City,-37.9150009,145.2800733
21890,Darebin City,-37.75283432,145.00639343
24970,Monash City,-37.90631866,145.14228821
26980,Whitehorse City,-37.84856415,145.17044067
22170,Frankston City,-38.1356562,145.1637069
25900,Port Phillip City,-37.8672081,144.9904556
24970,Monash City,-37.8817461,145.1259384
26980,Whitehorse City,-37.84020233,145.18928528
26350,Stonnington City,-37.8416748,145.01382446
26350,Stonnington City,-37.83434526,145.00078914
27260,Wyndham City,-37.82835388,144.81671143
25250,Moreland City,-37.76767644,144.95958488
24330,Maribyrnong City,-37.77084652,144.89582283
24410,Maroondah City,-37.8158226,145.23487854
24600,Melbourne City,-37.81474686,144.96221924
22310,Glen Eira City,-37.87764057,145.04500391
20910,Bayside City,-37.89980698,145.00617981
27070,Whittlesea City,-37.66769791,145.06201172
22170,Frankston City,-38.1355389,145.1637779
25900,Port Phillip City,-37.8618114,144.9875472
23270,Hume City,-37.65585346,144.963314
23270,Hume City,-37.56726456,144.92030334
21110,Boroondara City,-37.78428268,145.07746887
23270,Hume City,-37.66675939,144.84998725
25900,Port Phillip City,-37.86471176,144.97634888
24970,Monash City,-37.9175412,145.1880791
25060,Moonee Valley City,-37.74448776,144.91015625
24600,Melbourne City,-37.82764816,144.95809937
20660,Banyule City,-37.7188235,145.0876728
20660,Banyule City,-37.7188226,145.0876725
21890,Darebin City,-37.75710493,145.0130828
22310,Glen Eira City,-37.89500843,145.01729437
25250,Moreland City,-37.7740261,144.9539668
22170,Frankston City,-38.1356651,145.1637192
26980,Whitehorse City,-37.83084538,145.18796814
24600,Melbourne City,-37.80285263,144.95838928
26350,Stonnington City,-37.85199,145.0000928
23430,Kingston City,-37.9909475,145.09283736
25250,Moreland City,-37.7740126,144.9539313
23110,Hobsons Bay City,-37.83348436,144.86372792
22170,Frankston City,-38.0869587,145.18645
21180,Brimbank City,-37.79141064,144.82294503
27350,Yarra City,-37.8076416,144.9824558
25900,Port Phillip City,-37.83578154,144.97023376
26350,Stonnington City,-37.85728455,145.03434753
27450,Yarra Ranges Shire,-37.91304947,145.3673082
26350,Stonnington City,-37.85005569,145.01370239
24600,Melbourne City,-37.8310426,144.9665201
27450,Yarra Ranges Shire,-37.7760913,145.3869663
23270,Hume City,-37.66799545,144.92340088
24600,Melbourne City,-37.82183456,144.951828
24210,Manningham City,-37.78251266,145.16317749
27070,Whittlesea City,-37.66613388,145.05406189
24600,Melbourne City,-37.8165227,144.9695586
25250,Moreland City,-37.77341461,144.95402527
24600,Melbourne City,-37.8176602,144.9609453
27350,Yarra City,-37.78371761,144.98094625
20910,Bayside City,-37.90969849,144.99214172
23670,Knox City,-37.9210263,145.26395795
24600,Melbourne City,-37.816149,144.9847311
22170,Frankston City,-38.1429277,145.1257329
21890,Darebin City,-37.71696854,145.04316711
25900,Port Phillip City,-37.83378148,144.96218253
20910,Bayside City,-37.91175079,145.01750183
24330,Maribyrnong City,-37.80082099,144.90241722
25250,Moreland City,-37.7738119,144.9537236
21890,Darebin City,-37.7481842,145.02972412
24330,Maribyrnong City,-37.80150986,144.88746643
20910,Bayside City,-37.9720192,145.01222229
26350,Stonnington City,-37.8870207,145.08656711
24330,Maribyrnong City,-37.76683807,144.89784241
24410,Maroondah City,-37.8298645,145.2492981
25900,Port Phillip City,-37.83665848,144.95663452
23430,Kingston City,-37.96527992,145.08497983
25900,Port Phillip City,-37.8715835,144.9899437
23270,Hume City,-37.66807556,144.95462036
23670,Knox City,-37.85090164,145.24626171
23270,Hume City,-37.69049072,144.88201904
24600,Melbourne City,-37.81307357,144.9426486
24410,Maroondah City,-37.77316666,145.29281616
25900,Port Phillip City,-37.86276081,144.99077898
21180,Brimbank City,-37.70454181,144.77346975
21890,Darebin City,-37.75256729,145.00231934
27350,Yarra City,-37.83011627,144.99043274
24600,Melbourne City,-37.81621304,144.95250857
20910,Bayside City,-37.9371322,145.01219447
24410,Maroondah City,-37.82136624,145.22501064
24600,Melbourne City,-37.8182183,144.9689845
21110,Boroondara City,-37.82866,145.05733
27070,Whittlesea City,-37.6597043,145.0365178
25710,Nillumbik Shire,-37.70295238,145.15151652
25250,Moreland City,-37.76613235,144.97265625
22310,Glen Eira City,-37.8776543,145.0220433
24600,Melbourne City,-37.80816269,144.96873474
24600,Melbourne City,-37.81731038,144.97839689
24600,Melbourne City,-37.81545639,144.95462036
25900,Port Phillip City,-37.87015773,144.98864866
26350,Stonnington City,-37.85072327,145.0027771
27350,Yarra City,-37.78321838,144.99240112
24600,Melbourne City,-37.81012213,144.96097677
27260,Wyndham City,-37.84664258,144.655162
22670,Greater Dandenong City,-37.946104,145.2118995
20910,Bayside City,-37.93700472,145.0120116
20910,Bayside City,-37.93717044,145.01220179
21610,Casey City,-38.07599765,145.29466459
23670,Knox City,-37.85090305,145.24617121
21180,Brimbank City,-37.75517273,144.82304382
20660,Banyule City,-37.74756241,145.06983948
20910,Bayside City,-37.97549438,145.01589966
26980,Whitehorse City,-37.85212326,145.12617493
26980,Whitehorse City,-37.81261826,145.21232605
24330,Maribyrnong City,-37.79348178,144.9003019
25250,Moreland City,-37.74187851,144.97648621
24970,Monash City,-37.91924667,145.16487122
22170,Frankston City,-38.11356128,145.15708692
25060,Moonee Valley City,-37.74518585,144.85287476
24600,Melbourne City,-37.80309296,144.92915344
24600,Melbourne City,-37.78875351,144.93605042
27070,Whittlesea City,-37.66906738,145.06092834
27260,Wyndham City,-37.8407508,144.6954823
24650,Melton City,-37.7123611,144.7509839
24650,Melton City,-37.712322,144.750973
22310,Glen Eira City,-37.879879,145.00613403
25900,Port Phillip City,-37.85105515,144.98387146
21110,Boroondara City,-37.86661063,145.06810135
23110,Hobsons Bay City,-37.8514552,144.8086306
27070,Whittlesea City,-37.68189734,145.03449873
24410,Maroondah City,-37.8152842,145.2149745
21890,Darebin City,-37.7112236,145.0227356
27450,Yarra Ranges Shire,-37.807443,145.31288889
23270,Hume City,-37.6689476,144.85238313
20910,Bayside City,-37.93717953,145.01212871
25060,Moonee Valley City,-37.77028275,144.92431641
24330,Maribyrnong City,-37.78049088,144.88833618
24600,Melbourne City,-37.8180886,144.9688859
25250,Moreland City,-37.7695449,144.9720237
24410,Maroondah City,-37.79446793,145.28117371
26350,Stonnington City,-37.84418488,145.0345459
21890,Darebin City,-37.7426075,145.0083207
24600,Melbourne City,-37.81930649,144.98153441
24330,Maribyrnong City,-37.7718279,144.8818477
26980,Whitehorse City,-37.84523954,145.10774802
26350,Stonnington City,-37.86637901,145.02978852
22170,Frankston City,-38.14746653,145.12736893
26350,Stonnington City,-37.84131622,145.01074219
21890,Darebin City,-37.73155354,145.02262183
25900,Port Phillip City,-37.85105515,144.98387146
21180,Brimbank City,-37.77465439,144.82937622
24600,Melbourne City,-37.80167007,144.9535675
27070,Whittlesea City,-37.68763733,145.00245667
25250,Moreland City,-37.7019518,144.9457583
21180,Brimbank City,-37.72888565,144.80851746
23270,Hume City,-37.69862311,144.88819
24210,Manningham City,-37.7773562,145.1286129
23430,Kingston City,-37.9357605,145.0561676
23430,Kingston City,-37.9549457,145.0823437
23430,Kingston City,-38.06177404,145.12349551
24600,Melbourne City,-37.82370584,144.96756745
22170,Frankston City,-38.1668696,145.1616558
20910,Bayside City,-37.93510056,145.03616333
24650,Melton City,-37.71810377,144.73236722
27350,Yarra City,-37.79093113,144.97722437
27350,Yarra City,-37.80062485,144.99049377
23110,Hobsons Bay City,-37.86505127,144.76916504
26980,Whitehorse City,-37.81946,145.129425
27260,Wyndham City,-37.8809687,144.6879743
25250,Moreland City,-37.76919174,144.95425415
26980,Whitehorse City,-37.84772812,145.11439059
21180,Brimbank City,-37.78131104,144.82894897
24330,Maribyrnong City,-37.7992091,144.8930519
27350,Yarra City,-37.82773646,144.99374067
23430,Kingston City,-37.97187042,145.07333374
23270,Hume City,-37.70307928,144.85408681
25710,Nillumbik Shire,-37.68650818,145.06799316
25060,Moonee Valley City,-37.73981476,144.86865234
25060,Moonee Valley City,-37.74123383,144.86360168
22170,Frankston City,-38.12030369,145.19383402
21110,Boroondara City,-37.8220625,145.039133
27350,Yarra City,-37.8238579,144.9890861
25060,Moonee Valley City,-37.7524926,144.8731684
23430,Kingston City,-38.06181944,145.12351867
25900,Port Phillip City,-37.86279236,144.99078316
21610,Casey City,-38.02727401,145.29154509
22170,Frankston City,-38.1382685,145.1734278
24600,Melbourne City,-37.81582163,144.97670903
26980,Whitehorse City,-37.81866837,145.12858582
26980,Whitehorse City,-37.85355377,145.09820557
27350,Yarra City,-37.81894672,145.00348968
26350,Stonnington City,-37.83915901,144.9935232
25250,Moreland City,-37.72818375,144.93740845
27070,Whittlesea City,-37.680336,145.01426697
24410,Maroondah City,-37.8123436,145.23516846
27260,Wyndham City,-37.9080673,144.63652734
23670,Knox City,-37.8389778,145.2663177
25250,Moreland City,-37.7738121,144.9536824
23670,Knox City,-37.8444,145.2667
21180,Brimbank City,-37.79143055,144.82293623
25900,Port Phillip City,-37.84889714,144.97941248
27070,Whittlesea City,-37.69707435,145.05553817
22310,Glen Eira City,-37.90308768,145.03963784
24330,Maribyrnong City,-37.81899643,144.89508057
25250,Moreland City,-37.7340643,144.9653575
25900,Port Phillip City,-37.87248993,144.98616028
20660,Banyule City,-37.76231766,145.04379272
24600,Melbourne City,-37.8175616,144.9673917
27350,Yarra City,-37.79468607,144.97900513
21890,Darebin City,-37.75703622,145.0131113
23430,Kingston City,-37.96186066,145.05981445
27260,Wyndham City,-37.8809735,144.6879573
24600,Melbourne City,-37.80762954,144.95719249
24600,Melbourne City,-37.83418728,144.98014522
24210,Manningham City,-37.7550732,145.17114848
21180,Brimbank City,-37.79142667,144.82287552
21890,Darebin City,-37.73153984,145.0225567
23430,Kingston City,-38.06176686,145.12350017
25250,Moreland City,-37.7737941,144.9536747
26350,Stonnington City,-37.85354996,145.05293274
21180,Brimbank City,-37.7887001,144.82145691
25900,Port Phillip City,-37.83612272,144.94459368
25250,Moreland City,-37.69891357,144.91090393
24600,Melbourne City,-37.8152183,144.9614463
21890,Darebin City,-37.71320343,145.02957153
24650,Melton City,-37.73515701,144.75430298
21890,Darebin City,-37.7559166,145.01625061
25060,Moonee Valley City,-37.75653458,144.92692566
24600,Melbourne City,-37.81296348,144.97128103
22310,Glen Eira City,-37.8744951,145.0234199
22310,Glen Eira City,-37.8739672,145.0230481
27260,Wyndham City,-37.9048383,144.7535807
21110,Boroondara City,-37.86672711,145.06791924
21110,Boroondara City,-37.86651431,145.06796869
25900,Port Phillip City,-37.86041641,145.01048279
21890,Darebin City,-37.77897263,145.00674438
24600,Melbourne City,-37.8174426,144.9653442
26350,Stonnington City,-37.83691788,145.01741028
27260,Wyndham City,-37.87703425,144.68232997
25250,Moreland City,-37.72893143,144.98228455
22310,Glen Eira City,-37.874668,145.0227966
24600,Melbourne City,-37.81285384,144.95786013
22310,Glen Eira City,-37.8743681,145.0229762
25900,Port Phillip City,-37.84135056,144.97740173
24600,Melbourne City,-37.81809681,144.96958123
24600,Melbourne City,-37.81795201,144.96955793
24600,Melbourne City,-37.79912,144.96458
26980,Whitehorse City,-37.855385,145.1674314
24600,Melbourne City,-37.83329391,144.91320801
22310,Glen Eira City,-37.8705096,145.0076648
23430,Kingston City,-37.93310928,145.03507996
22310,Glen Eira City,-37.8743466,145.0230214
24600,Melbourne City,-37.818954,144.9836277
27450,Yarra Ranges Shire,-37.80751516,145.31285887
24600,Melbourne City,-37.79854202,144.96800232
27070,Whittlesea City,-37.65854611,145.09299793
25250,Moreland City,-37.7217857,144.9346953
24650,Melton City,-37.7122649,144.7509149
25250,Moreland City,-37.7738003,144.9536705
24970,Monash City,-37.89100266,145.1421051
24210,Manningham City,-37.75150165,145.19182151
22170,Frankston City,-38.0753166,145.2100778
24600,Melbourne City,-37.80456161,144.97280884
24600,Melbourne City,-37.81460571,144.94729614
27070,Whittlesea City,-37.680336,145.01426697
24970,Monash City,-37.87359619,145.16160583
25060,Moonee Valley City,-37.78617859,144.93006897
25710,Nillumbik Shire,-37.67627539,145.22090385
26350,Stonnington City,-37.86004385,145.0149487
22310,Glen Eira City,-37.874316,145.0229856
26350,Stonnington City,-37.86270943,145.03887559
21110,Boroondara City,-37.84943771,145.08708191
27070,Whittlesea City,-37.6560792,145.0685647
24970,Monash City,-37.898596,145.088699
27350,Yarra City,-37.80693606,144.97493724
25900,Port Phillip City,-37.86251593,144.97937734
24600,Melbourne City,-37.81493781,144.96729149
24600,Melbourne City,-37.800658,144.94815964
24210,Manningham City,-37.7626915,145.08380127
25060,Moonee Valley City,-37.75505066,144.91755676
21890,Darebin City,-37.73165008,145.0224321
23430,Kingston City,-37.95743942,145.05192566
23110,Hobsons Bay City,-37.85974121,144.77639771
25710,Nillumbik Shire,-37.67424718,145.15109235
25710,Nillumbik Shire,-37.6742551,145.15114197
20910,Bayside City,-37.8966708,144.9979093
24650,Melton City,-37.714555,144.5884214
25250,Moreland City,-37.7735849,144.9537206
21110,Boroondara City,-37.79842758,145.04701233
22310,Glen Eira City,-37.89902115,145.01527405
24970,Monash City,-37.90020313,145.09952101
24970,Monash City,-37.9201355,145.12112427
21180,Brimbank City,-37.79145791,144.82292692
22310,Glen Eira City,-37.8742874,145.0228803
24650,Melton City,-37.7122229,144.7510055
23110,Hobsons Bay City,-37.82217407,144.82983398
24970,Monash City,-37.88273621,145.090271
21110,Boroondara City,-37.80058337,145.0955628
21180,Brimbank City,-37.79914474,144.79084778
25710,Nillumbik Shire,-37.67438833,145.1510848
22310,Glen Eira City,-37.8743326,145.0229995
24600,Melbourne City,-37.82557858,144.95267666
24600,Melbourne City,-37.8165205,144.962664
24210,Manningham City,-37.76119614,145.11408997
25250,Moreland City,-37.7736644,144.9537785
24600,Melbourne City,-37.82195279,144.94656496
24600,Melbourne City,-37.82195644,144.94670246
23670,Knox City,-37.84170579,145.23373098
27070,Whittlesea City,-37.6604983,145.08834315
22170,Frankston City,-38.1356174,145.1638415
24970,Monash City,-37.88351682,145.15008593
24600,Melbourne City,-37.81622433,144.96119775
20660,Banyule City,-37.74962997,145.03999329
24970,Monash City,-37.91884415,145.14233764
21180,Brimbank City,-37.79136914,144.82284243
20910,Bayside City,-37.94897079,145.00431824
27070,Whittlesea City,-37.69358444,145.04779053
24330,Maribyrnong City,-37.7889179,144.8883663
26980,Whitehorse City,-37.8137596,145.122651
22310,Glen Eira City,-37.92523956,145.0544281
25250,Moreland City,-37.76107788,144.94877625
23430,Kingston City,-37.92983285,145.11736939
24330,Maribyrnong City,-37.80862016,144.90465166
24970,Monash City,-37.88997679,145.18066688
27350,Yarra City,-37.80018756,144.99625444
25250,Moreland City,-37.72746658,144.96366882
21180,Brimbank City,-37.79143947,144.82288274
23670,Knox City,-37.8920132,145.3044808
24600,Melbourne City,-37.8099,144.9622
23270,Hume City,-37.6724905,144.8460369
26980,Whitehorse City,-37.8195858,145.1197776
25250,Moreland City,-37.70549774,144.96504211
27450,Yarra Ranges Shire,-37.76981384,145.32858537
25250,Moreland City,-37.74302816,144.96595165
25250,Moreland City,-37.70549774,144.96504211
26350,Stonnington City,-37.86244202,145.02745056
22670,Greater Dandenong City,-38.01597616,145.22284697
24600,Melbourne City,-37.8174175,144.9653212
20910,Bayside City,-37.9110141,144.9941849
24600,Melbourne City,-37.8096464,144.9490217
22310,Glen Eira City,-37.92367554,145.05857849
22170,Frankston City,-38.1190163,145.1402841
24410,Maroondah City,-37.80512619,145.24438477
20910,Bayside City,-37.92620501,144.99526816
24600,Melbourne City,-37.8093744,144.9636071
21180,Brimbank City,-37.79141043,144.82295056
25060,Moonee Valley City,-37.7554245,144.90113831
21890,Darebin City,-37.71373667,145.02920196
24650,Melton City,-37.69816391,144.55787769
21180,Brimbank City,-37.75691123,144.80955249
26350,Stonnington City,-37.839106,144.993681
23670,Knox City,-37.8865353,145.2606011
21180,Brimbank City,-37.76593781,144.83192444
24600,Melbourne City,-37.81173706,144.93809509
25250,Moreland City,-37.7737855,144.9536957
24600,Melbourne City,-37.81782864,144.96489281
21180,Brimbank City,-37.79144161,144.82288402
24600,Melbourne City,-37.81125456,144.96464013
24210,Manningham City,-37.78701401,145.14373779
27350,Yarra City,-37.81314034,145.01178771
23430,Kingston City,-37.98652992,145.10959717
24600,Melbourne City,-37.81078039,144.96574716
21110,Boroondara City,-37.81234741,145.08404541
24600,Melbourne City,-37.81622433,144.95221459
26980,Whitehorse City,-37.8368721,145.10559082
26980,Whitehorse City,-37.85188293,145.13238525
25060,Moonee Valley City,-37.7849934,144.91923949
25900,Port Phillip City,-37.83189562,144.96629964
26980,Whitehorse City,-37.8420142,145.1178143
27350,Yarra City,-37.82528116,144.99353212
23270,Hume City,-37.68435287,144.86549377
23270,Hume City,-37.66557312,144.93782043
24600,Melbourne City,-37.81101227,144.97257996
21890,Darebin City,-37.73758103,145.00272029
22310,Glen Eira City,-37.8743898,145.0230006
21110,Boroondara City,-37.82090459,145.03552032
23430,Kingston City,-38.0804074,145.1318628
24970,Monash City,-37.92062759,145.17430115
25710,Nillumbik Shire,-37.6294442,145.1381992
24330,Maribyrnong City,-37.7727999,144.89056
20910,Bayside City,-37.93708968,145.0121305
20910,Bayside City,-37.93722019,145.0118991
22310,Glen Eira City,-37.87071041,145.01877089
24600,Melbourne City,-37.81499336,144.95794187
23270,Hume City,-37.58412552,144.94038391
24600,Melbourne City,-37.8092686,144.9714239
27350,Yarra City,-37.83021201,144.99317652
21890,Darebin City,-37.76050186,145.00938416
24970,Monash City,-37.91883584,145.14239858
24330,Maribyrnong City,-37.7862172,144.9001755
25250,Moreland City,-37.69224162,144.95581579
22170,Frankston City,-38.1356428,145.1635383
26980,Whitehorse City,-37.82772064,145.11288452
22170,Frankston City,-38.1355504,145.1637753
24600,Melbourne City,-37.81984107,144.98354245
24970,Monash City,-37.9260503,145.1515327
25250,Moreland City,-37.75914621,144.94820276
26350,Stonnington City,-37.86510468,145.03787231
25250,Moreland City,-37.7009244,144.9198002
24970,Monash City,-37.88471222,145.12734985
26350,Stonnington City,-37.83807592,144.99527643
25250,Moreland City,-37.7735144,144.9536841
24210,Manningham City,-37.7870903,145.12599182
22310,Glen Eira City,-37.909729,145.06088257
24600,Melbourne City,-37.80796507,144.96427889
20910,Bayside City,-37.94170761,145.02322388
26350,Stonnington City,-37.88935089,145.08888245
27070,Whittlesea City,-37.65855156,145.09307843
25250,Moreland City,-37.69203568,144.95861816
25060,Moonee Valley City,-37.78755188,144.93597412
22170,Frankston City,-38.1407023,145.1317364
21890,Darebin City,-37.7190129,145.0122271
21890,Darebin City,-37.7190389,145.0122151
21890,Darebin City,-37.719029,145.0122229
24600,Melbourne City,-37.8100917,144.964628
21890,Darebin City,-37.7190401,145.0122211
21890,Darebin City,-37.7190121,145.0122278
21890,Darebin City,-37.7190151,145.0122242
25060,Moonee Valley City,-37.7752589,144.9258108
21890,Darebin City,-37.7190103,145.0122258
24330,Maribyrnong City,-37.81537368,144.8943595
21890,Darebin City,-37.719023,145.0122233
24330,Maribyrnong City,-37.79258071,144.85252149
27350,Yarra City,-37.80099487,144.98725891
23670,Knox City,-37.87789933,145.29496709
26980,Whitehorse City,-37.8466044,145.17634908
22670,Greater Dandenong City,-37.97763513,145.20076096
20660,Banyule City,-37.7333449,145.0706382
24970,Monash City,-37.8880879,145.1699317
25900,Port Phillip City,-37.86786043,144.9790718
23670,Knox City,-37.8930336,145.2501564
21890,Darebin City,-37.7168181,145.0063807
24600,Melbourne City,-37.8187568,144.9679014
24600,Melbourne City,-37.8187011,144.9678608
20910,Bayside City,-37.93720228,145.01217864
22310,Glen Eira City,-37.88440704,145.01547241
24600,Melbourne City,-37.80860661,144.97197578
21180,Brimbank City,-37.79165963,144.8228545
23270,Hume City,-37.67110443,144.93930054
24600,Melbourne City,-37.809881,144.963944
27350,Yarra City,-37.78805542,144.99989319
20660,Banyule City,-37.77165985,145.04586792
27350,Yarra City,-37.82119751,144.99406433
21610,Casey City,-38.10096623,145.29052016
24600,Melbourne City,-37.80902315,144.96850424
24330,Maribyrnong City,-37.80287293,144.88567596
23270,Hume City,-37.58097189,144.75357556
21180,Brimbank City,-37.78654393,144.76946458
22170,Frankston City,-38.15934681,145.12904802
23270,Hume City,-37.68440104,144.91914228
27260,Wyndham City,-37.81046677,144.75097656
23670,Knox City,-37.8389783,145.2663192
24970,Monash City,-37.90088272,145.13763428
27350,Yarra City,-37.78613663,144.97926331
27070,Whittlesea City,-37.6354567,145.0238588
24970,Monash City,-37.87661743,145.13175964
21110,Boroondara City,-37.8298645,145.04364014
25250,Moreland City,-37.70153427,144.96266174
20660,Banyule City,-37.75605011,145.06822205
24410,Maroondah City,-37.81038284,145.22273254
21890,Darebin City,-37.71685791,145.04289246
25250,Moreland City,-37.71096802,144.96212769
25900,Port Phillip City,-37.8670022,144.9783695
24210,Manningham City,-37.74730269,145.16378868
24600,Melbourne City,-37.81787759,144.96489356
21180,Brimbank City,-37.79142743,144.822871
21180,Brimbank City,-37.79141645,144.8228659
20660,Banyule City,-37.77276993,145.05883789
22170,Frankston City,-38.1029047,145.1869146
21180,Brimbank City,-37.79161552,144.82293363
20660,Banyule City,-37.77859039,145.03963198
26350,Stonnington City,-37.8530738,144.9931622
27260,Wyndham City,-37.8809534,144.6879701
27260,Wyndham City,-37.8809589,144.6880668
27350,Yarra City,-37.83027825,144.99311347
24650,Melton City,-37.7125618,144.7508776
24410,Maroondah City,-37.78675842,145.27539063
22170,Frankston City,-38.1668964,145.1615965
20660,Banyule City,-37.77860396,145.03961695
